D_Battery_Li-Ion,Maximum Charge|Electricity|Energy Storage System|Lithium-Ion
D_Battery_Redox,Maximum Charge|Electricity|Energy Storage System|Redox Flow
D_CAES,Maximum Charge|Electricity|Energy Storage System|Compressed Air
